gene	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT1G31800	2572	2482	3581	2242	2333	1980
AT1G31810	275	432	348	300	344	423
AT1G31812	4272	5413	4455	4392	5198	4715
AT1G31814	155	173	202	151	207	209
AT1G31817	655	603	512	393	471	390
AT1G31820	16	25	57	64	108	87
AT1G31830	191	207	274	167	184	190
AT1G31835	1272	699	558	645	889	623
AT1G31840	47	39	58	23	41	38
AT1G31850	1140	1146	1410	651	632	729
AT1G31860	666	610	599	390	447	337
AT1G31870	471	486	424	392	498	480
AT1G31880	51	52	46	30	47	22
AT1G31885	1	0	2	2	0	1
AT1G31910	2706	2998	3445	3176	3688	3227
AT1G31920	1012	1224	1195	973	1225	1016
AT1G31930	1126	1197	1174	850	1028	997
AT1G31935	25	34	30	15	17	31
AT1G31940	185	164	182	162	165	150
AT1G31950	1	0	2	0	4	3
AT1G31960	0	0	0	0	0	0
AT1G31970	1401	1420	1145	739	905	767
AT1G31990	3	3	3	1	2	0
AT1G32000	0	0	0	0	0	0
AT1G32010	0	0	0	0	0	0
AT1G32020	0	0	0	0	0	0
AT1G32030	0	0	0	0	0	0
AT1G32050	1916	2102	2412	1640	1828	1560
AT1G32060	29745	31693	38170	31186	36521	31743
AT1G32070	2183	2142	1786	2206	2606	2445
AT1G32080	7906	8328	8676	7486	7430	6436
AT1G32090	528	519	592	339	433	423
AT1G32100	256	249	233	124	130	160
AT1G32120	35	42	57	27	40	45
AT1G32127	41	41	51	37	39	22
AT1G32130	803	1086	1122	783	955	893
AT1G32140	1	0	0	0	0	0
AT1G32150	299	303	424	262	334	291
AT1G32160	1330	1411	1782	1531	1770	1484
AT1G32170	77	85	73	122	103	91
AT1G32172	1	2	1	2	0	1
AT1G32180	0	0	0	0	0	0
AT1G32190	44	46	35	29	54	47
AT1G32200	2474	2541	3089	2129	2355	2036
AT1G32210	269	223	322	157	190	166
AT1G32220	1567	1694	2454	1748	1839	1495
AT1G32225	0	0	0	0	0	0
AT1G32230	3364	3946	4216	3687	4843	4544
AT1G32240	129	166	188	89	115	103
AT1G32250	0	0	0	0	0	0
AT1G32260	204	219	209	177	218	188
AT1G32270	0	0	0	0	3	3
AT1G32280	0	0	0	0	0	0
AT1G32300	0	0	0	0	0	0
AT1G32310	59	74	55	62	53	57
AT1G32320	3	3	2	1	0	0
AT1G32330	148	144	156	144	169	157
AT1G32337	0	0	0	0	0	0
AT1G32340	246	259	311	272	330	309
AT1G32350	0	0	0	0	1	0
AT1G32360	416	502	410	441	510	472
AT1G32361	0	0	0	0	0	0
AT1G32370	159	140	156	123	183	114
AT1G32375	1	0	0	3	3	0
AT1G32380	277	230	302	192	241	154
AT1G32385	0	0	0	0	0	0
AT1G32400	1979	2245	2527	1911	2134	1965
AT1G32410	388	397	451	393	449	366
AT1G32415	34	42	35	45	39	48
AT1G32420	0	0	0	0	0	0
AT1G32430	0	0	0	0	0	0
AT1G32440	697	786	738	540	627	540
AT1G32450	152	268	360	284	370	386
AT1G32460	179	223	129	156	224	173
AT1G32470	8316	6913	7676	6548	6314	4832
AT1G32480	0	0	0	0	1	0
AT1G32490	1278	1302	1302	1008	1308	1182
AT1G32500	1588	1741	2178	1382	1674	1318
AT1G32510	0	0	0	0	2	0
AT1G32520	265	280	299	237	273	206
AT1G32530	516	664	657	455	620	581
AT1G32540	895	1166	1309	881	996	873
AT1G32550	1307	1394	1311	1165	1160	1036
AT1G32560	1	0	1	2	0	3
AT1G32570	5	4	2	6	6	6
AT1G32575	1	1	0	0	0	0
AT1G32580	512	500	469	294	427	348
AT1G32582	0	0	0	1	1	0
AT1G32583	40	37	41	26	34	38
AT1G32585	0	0	0	0	0	0
AT1G32600	0	0	0	0	0	0
AT1G32610	59	67	79	44	62	43
AT1G32630	94	109	75	69	120	75
AT1G32640	388	385	448	415	546	639
AT1G32650	0	0	0	0	0	0
AT1G32660	1	0	0	0	0	0
AT1G32690	10	8	10	11	11	6
AT1G32700	294	465	474	361	597	465
AT1G32710	0	0	0	0	0	0
AT1G32713	0	0	0	0	0	0
AT1G32720	0	0	0	0	0	0
AT1G32730	116	96	124	76	106	82
AT1G32740	114	132	129	85	90	60
AT1G32750	1122	1322	1500	1171	1552	1455
AT1G32760	56	63	58	26	38	25
AT1G32763	0	0	0	0	0	0
AT1G32770	0	0	0	0	0	0
AT1G32780	148	157	174	156	217	161
AT1G32790	1068	1086	1370	1015	1160	1064
AT1G32810	879	847	911	957	1238	1080
AT1G32850	2	0	3	0	0	2
AT1G32860	142	168	165	138	182	178
AT1G32870	90	100	130	121	184	172
AT1G32880	0	0	0	0	0	0
AT1G32900	484	380	488	863	1136	857
AT1G32910	0	0	0	0	0	0
AT1G32920	52	25	19	27	31	34
AT1G32928	38	46	30	35	32	34
AT1G32930	70	52	60	50	39	40
AT1G32940	130	130	158	264	412	322
AT1G32950	1	2	9	3	6	9
AT1G32960	0	0	0	0	2	0
AT1G32970	0	0	0	0	0	0
AT1G32975	0	0	0	0	0	0
AT1G32980	0	0	0	0	0	0
AT1G32990	6396	5971	4914	4200	4015	3432
AT1G32992	0	0	0	0	0	0
AT1G33010	0	0	0	0	0	0
AT1G33020	0	0	0	0	0	0
AT1G33030	0	0	0	0	0	0
AT1G33040	844	830	620	542	609	538
AT1G33050	800	921	1100	1500	1849	1553
AT1G33055	2	0	1	1	2	2
AT1G33060	235	304	345	304	308	312
AT1G33070	0	0	0	0	0	0
AT1G33080	147	159	164	167	155	163
AT1G33090	0	0	0	0	0	0
AT1G33100	0	0	0	0	0	0
AT1G33102	5	1	2	4	16	7
AT1G33110	313	304	459	406	540	442
AT1G33120	2835	2326	2437	1552	1806	1305
AT1G33140	4210	3894	3553	2635	2977	2213
AT1G33170	1115	955	1037	727	873	676
AT1G33220	0	0	0	0	0	0
AT1G33230	560	593	749	513	631	603
AT1G33240	3784	4063	3616	3843	4041	3929
AT1G33250	185	214	224	157	188	178
AT1G33260	118	130	136	116	115	79
AT1G33265	130	112	113	76	86	87
AT1G33270	238	262	351	272	326	272
AT1G33280	0	0	0	0	0	0
AT1G33290	819	958	921	926	1151	984
AT1G33320	0	0	0	0	0	0
AT1G33330	176	151	182	146	128	133
AT1G33340	241	256	331	225	235	254
AT1G33350	39	38	60	27	32	36
AT1G33355	0	0	0	0	0	0
AT1G33360	362	357	315	258	323	284
AT1G33370	0	0	0	0	0	0
AT1G33390	510	512	577	367	448	403
AT1G33400	283	290	352	424	506	471
AT1G33410	786	836	871	555	728	626
AT1G33415	252	298	360	593	760	735
AT1G33420	143	133	122	78	116	83
AT1G33430	1	0	1	2	0	0
AT1G33440	72	109	101	71	95	65
AT1G33470	534	582	700	382	405	388
AT1G33475	30	36	36	14	26	28
AT1G33480	149	141	152	88	89	84
AT1G33490	364	390	500	348	348	314
AT1G33500	1	1	0	1	2	0
AT1G33520	224	298	371	181	301	292
AT1G33530	0	0	0	0	0	0
AT1G33540	0	0	0	0	0	0
AT1G33560	129	146	196	155	149	116
AT1G33590	896	1278	1453	1004	1459	1159
AT1G33600	523	561	653	522	714	599
AT1G33607	0	0	0	0	0	0
AT1G33610	29	50	59	30	52	37
AT1G33612	1	0	0	2	4	1
AT1G33615	77	77	120	67	81	83
AT1G33640	0	0	0	0	0	0
AT1G33670	0	0	0	0	0	0
AT1G33680	606	741	761	849	1096	1010
AT1G33700	91	102	100	63	82	97
AT1G33710	0	0	0	0	0	0
AT1G33720	88	146	216	415	437	427
AT1G33730	0	0	0	0	0	0
AT1G33750	0	0	0	0	0	0
AT1G33760	0	0	0	2	0	0
AT1G33770	101	171	140	139	176	160
AT1G33780	663	689	892	708	667	584
AT1G33790	4	9	10	15	18	24
AT1G33800	56	42	30	18	48	28
AT1G33810	1471	1173	1020	850	812	657
AT1G33811	1367	1120	956	500	715	448
AT1G33820	0	0	0	0	0	0
AT1G33830	0	0	0	0	0	0
AT1G33840	0	0	0	0	0	0
AT1G33850	0	0	0	0	0	0
AT1G33860	0	0	0	0	0	0
AT1G33870	0	0	0	0	0	0
AT1G33880	0	0	0	0	0	0
AT1G33890	0	0	0	0	0	0
AT1G33900	0	0	0	0	0	0
AT1G33910	0	0	0	0	0	0
AT1G33920	0	0	0	0	0	0
AT1G33930	199	138	103	89	146	121
AT1G33940	0	0	0	0	0	0
AT1G33945	0	0	0	0	0	0
AT1G33950	0	0	0	1	0	1
AT1G33960	2	2	0	1	13	2
AT1G33970	1066	1418	1401	1391	1988	1947
AT1G33980	472	545	531	703	776	769
AT1G33990	1172	1181	1339	1112	1358	1141
AT1G34000	2012	2205	2040	1931	2254	1850
AT1G34010	388	366	345	405	396	376
AT1G34015	0	0	0	0	0	0
AT1G34020	310	328	329	332	334	346
AT1G34030	1862	1531	1287	989	954	746
AT1G34040	7	2	5	7	5	4
AT1G34042	0	0	0	0	0	0
AT1G34046	0	0	0	0	1	0
AT1G34047	0	0	0	0	0	0
AT1G34049	0	0	0	0	0	0
AT1G34050	0	0	0	0	0	0
AT1G34060	9	5	17	20	20	24
AT1G34065	103	104	106	130	133	109
AT1G34070	0	0	0	0	0	0
AT1G34095	1	0	0	0	0	0
AT1G34110	51	63	65	56	90	51
AT1G34120	160	168	259	232	246	248
AT1G34130	820	870	1076	729	866	807
AT1G34140	0	0	0	0	0	0
AT1G34150	130	122	119	140	178	154
AT1G34160	50	55	53	47	58	57
AT1G34170	0	0	0	0	0	0
AT1G34180	1	4	1	4	14	5
AT1G34190	1162	1325	1327	1149	1503	1414
AT1G34200	257	314	375	336	383	286
AT1G34210	317	294	419	272	402	300
AT1G34220	570	662	761	636	851	762
AT1G34245	25	15	13	3	5	2
AT1G34260	842	974	1194	1010	1193	1102
AT1G34270	197	223	174	325	373	386
AT1G34290	0	0	0	0	0	0
AT1G34300	229	307	354	286	394	301
AT1G34310	0	2	0	0	0	0
AT1G34315	1	0	3	0	1	2
AT1G34317	1	0	0	0	1	0
AT1G34320	1057	1151	1501	1234	1409	1275
AT1G34340	456	480	609	517	616	573
AT1G34350	117	122	97	94	118	98
AT1G34355	92	80	66	44	46	55
AT1G34360	231	304	235	211	250	223
AT1G34370	759	785	823	721	925	709
AT1G34380	177	157	224	148	158	173
AT1G34390	0	0	0	0	0	0
AT1G34392	0	0	0	0	0	0
AT1G34400	0	0	0	0	0	0
AT1G34403	0	0	0	0	0	0
AT1G34410	0	0	0	0	0	0
AT1G34418	136	128	131	107	94	104
AT1G34420	4	7	12	5	9	9
AT1G34430	1316	1644	1547	1020	1219	1112
AT1G34440	0	0	0	0	0	0
AT1G34460	104	68	94	40	70	34
AT1G34470	177	228	227	385	324	319
AT1G34480	10	7	11	2	7	2
AT1G34490	0	0	0	0	0	0
AT1G34500	0	0	0	0	0	0
AT1G34510	0	0	0	0	0	0
AT1G34520	0	0	0	0	0	0
AT1G34540	0	0	0	0	0	0
AT1G34550	849	909	868	830	948	1017
AT1G34560	0	0	0	0	0	0
AT1G34570	368	362	487	457	523	509
AT1G34575	0	0	0	0	0	0
AT1G34580	15	15	14	6	9	5
AT1G34630	113	138	148	147	131	100
AT1G34640	109	138	159	118	90	81
AT1G34650	0	0	0	0	1	0
AT1G34670	0	0	0	0	0	0
AT1G34750	167	251	290	245	326	304
AT1G34760	269	273	265	225	356	271
AT1G34770	96	74	93	48	62	69
AT1G34780	370	350	447	327	411	376
AT1G34790	0	0	1	0	0	0
AT1G34792	0	0	0	0	0	0
AT1G34795	0	0	0	0	0	0
AT1G34800	0	0	0	0	0	0
AT1G34807	0	0	0	0	0	0
AT1G34810	0	0	0	0	0	0
AT1G34812	0	0	0	0	0	0
AT1G34825	0	0	0	0	0	0
AT1G34830	0	1	0	0	0	0
AT1G34840	0	0	0	0	0	0
AT1G34844	163	153	204	517	614	624
AT1G34855	0	0	0	0	0	0
AT1G34860	0	0	0	0	0	0
AT1G34910	0	0	0	0	0	0
AT1G34930	0	0	0	0	0	0
AT1G35030	0	0	0	0	0	0
AT1G35035	0	0	0	0	0	0
AT1G35040	0	0	0	0	0	0
AT1G35140	8	8	1	29	5	2
AT1G35150	0	0	0	0	0	0
AT1G35160	1411	1336	1556	979	1162	1156
AT1G35170	0	0	0	0	0	0
AT1G35180	142	149	142	93	71	71
AT1G35181	0	0	0	0	0	0
AT1G35183	13	0	2	7	0	0
AT1G35190	119	148	163	194	252	234
AT1G35210	5	1	8	12	14	4
AT1G35215	0	2	1	1	1	3
AT1G35220	354	410	447	353	481	421
AT1G35230	2	5	0	1	5	2
AT1G35240	0	0	0	0	0	0
AT1G35242	0	0	0	0	0	0
AT1G35250	0	0	0	0	0	0
AT1G35255	3	0	1	4	0	3
AT1G35260	5	2	2	8	4	3
AT1G35290	6	4	3	5	1	2
AT1G35310	4	1	4	3	3	1
AT1G35320	109	101	89	94	104	92
AT1G35330	0	0	0	0	0	0
AT1G35340	1105	1105	1167	1014	1204	1041
AT1G35350	225	333	431	696	836	787
AT1G35353	0	0	0	0	0	0
AT1G35365	0	0	0	0	0	0
AT1G35375	0	0	0	0	0	0
AT1G35400	0	0	0	0	0	0
AT1G35410	0	0	0	0	0	0
AT1G35420	1937	1929	1752	2512	2839	2561
AT1G35430	27	25	29	38	39	33
AT1G35435	0	0	0	0	0	0
AT1G35440	0	0	0	0	0	0
AT1G35460	481	562	665	425	493	457
AT1G35467	0	0	0	0	0	0
AT1G35470	401	462	513	366	494	414
AT1G35490	0	0	0	0	0	0
AT1G35500	0	0	0	0	0	0
AT1G35501	0	0	0	0	0	0
AT1G35510	501	575	604	474	497	464
AT1G35515	7	15	12	39	45	34
AT1G35516	187	186	261	170	187	152
AT1G35520	0	0	0	0	0	0
AT1G35530	102	122	87	96	138	86
AT1G35537	0	0	0	0	0	0
AT1G35540	0	0	0	0	0	1
AT1G35545	0	0	0	0	0	0
AT1G35550	0	0	0	0	0	0
AT1G35560	108	95	116	101	115	83
AT1G35580	987	1122	1072	871	1093	919
AT1G35610	1	1	0	3	0	3
AT1G35614	1	0	0	0	0	0
AT1G35617	0	0	0	0	0	0
AT1G35620	879	891	866	769	1052	929
AT1G35625	0	0	0	0	1	1
AT1G35630	1	0	0	0	0	0
AT1G35660	306	258	344	260	319	333
AT1G35670	429	448	415	351	392	328
AT1G35680	8465	6499	6557	5370	5858	4379
AT1G35710	184	422	623	305	500	514
AT1G35720	1530	1547	1603	1277	1200	1253
AT1G35730	13	10	15	3	6	4
AT1G35750	0	0	0	0	0	0
AT1G35780	504	487	477	292	324	279
AT1G35820	0	0	0	0	0	0
AT1G35830	25	13	14	13	18	16
AT1G35850	0	0	0	0	0	0
AT1G35860	0	0	0	0	0	0
AT1G35880	0	0	0	0	0	0
AT1G35890	0	0	0	0	0	0
AT1G35895	0	0	0	0	0	0
AT1G35910	25	19	16	10	12	11
AT1G36000	0	0	0	0	0	0
AT1G36005	0	0	0	0	0	0
AT1G36020	0	0	0	0	0	0
AT1G36030	0	0	0	0	0	0
AT1G36050	550	641	648	505	563	478
AT1G36060	2	1	0	1	6	0
AT1G36070	218	245	259	419	522	469
AT1G36078	0	0	0	0	0	0
AT1G36085	0	0	0	0	0	0
AT1G36095	0	0	0	1	0	0
AT1G36100	0	0	0	0	0	0
AT1G36150	0	0	0	0	0	0
AT1G36160	3795	4378	4839	3832	4681	4212
AT1G36180	281	358	410	475	603	635
AT1G36230	0	0	0	0	0	0
AT1G36240	0	0	0	1	0	0
AT1G36272	0	0	0	0	0	0
AT1G36280	310	283	323	215	252	226
AT1G36310	820	819	821	677	830	648
AT1G36320	3544	3966	4002	3097	3871	3179
AT1G36325	0	0	0	0	0	0
AT1G36340	0	0	1	0	0	0
AT1G36350	0	0	0	0	0	0
AT1G36370	779	870	934	932	1003	1021
AT1G36380	98	84	126	127	152	161
AT1G36390	1370	1251	1032	764	841	695
AT1G36510	0	0	0	0	0	0
AT1G36580	0	0	0	0	0	1
AT1G36622	1	0	1	1	11	2
AT1G36623	0	0	0	0	0	0
AT1G36627	0	0	0	0	0	0
AT1G36640	0	0	0	0	0	0
AT1G36675	2	2	4	27	25	21
AT1G36730	2335	2406	2268	5708	6099	5500
AT1G36745	0	0	0	0	0	0
AT1G36756	0	0	0	0	0	0
AT1G36920	2	0	0	0	2	0
AT1G36922	0	0	0	1	2	0
AT1G36925	0	0	0	0	0	0
AT1G36940	17	16	9	14	13	9
AT1G36942	0	0	0	0	0	0
AT1G36950	1	0	0	1	0	1
AT1G36960	0	0	0	0	0	0
AT1G36970	0	0	0	0	0	0
AT1G36980	612	526	486	520	656	522
AT1G36990	395	412	392	326	410	387
AT1G36992	6	11	6	10	16	6
AT1G37000	0	0	0	0	0	0
AT1G37010	0	0	0	0	0	0
AT1G37020	0	0	0	0	0	0
AT1G37113	0	0	0	3	0	1
AT1G37130	6801	7543	9665	8743	9839	6639
AT1G37140	0	0	0	0	0	0
AT1G37150	4	8	12	12	21	7
AT1G38065	202	293	240	176	264	198
AT1G38131	356	324	384	313	290	267
AT1G38790	0	0	0	0	0	0
AT1G39060	0	0	0	0	0	0
AT1G39070	0	0	0	0	0	0
AT1G40083	0	0	0	0	0	0
AT1G40086	0	0	0	0	0	0
AT1G40087	0	0	0	0	0	0
AT1G40090	0	0	0	0	0	0
AT1G40104	0	0	1	0	0	0
AT1G40129	0	0	0	0	0	0
AT1G40390	0	0	0	0	0	0
AT1G41820	0	0	0	0	0	0
AT1G41830	1945	2081	1837	1471	1496	1396
AT1G41880	2878	2652	2240	1631	1895	1304
AT1G41920	0	0	0	0	0	0
AT1G42080	0	0	0	0	0	0
AT1G42120	0	0	0	0	0	0
AT1G42190	0	0	0	0	0	0
AT1G42430	215	250	228	245	324	300
AT1G42440	1033	947	909	680	838	715
AT1G42470	989	1143	1414	1041	1447	1278
AT1G42480	645	501	461	438	583	512
AT1G42525	0	0	0	0	0	0
AT1G42540	807	810	1143	953	1124	928
AT1G42550	1228	1718	2043	1146	1814	1497
AT1G42560	1	0	0	1	6	0
AT1G42615	0	0	0	0	0	0
AT1G42680	0	0	0	0	0	0
AT1G42700	0	0	0	0	0	0
AT1G42710	0	0	0	0	0	0
AT1G42960	1636	1461	1342	1189	1165	1111
AT1G42970	34997	38477	45605	38396	37491	31484
AT1G42980	0	0	0	0	0	0
AT1G42990	407	388	410	410	483	405
AT1G43000	1	1	4	2	2	0
AT1G43005	0	0	0	0	0	0
AT1G43010	0	0	0	0	0	0
AT1G43020	0	0	0	0	1	0
AT1G43040	2	0	0	0	0	0
AT1G43080	0	0	0	0	0	0
AT1G43090	0	0	0	0	0	0
AT1G43100	0	0	0	0	0	0
AT1G43130	253	295	382	233	321	259
AT1G43140	0	0	0	0	0	0
AT1G43145	0	0	0	0	0	0
AT1G43160	0	0	0	0	0	1
AT1G43170	15007	12631	11189	7850	9456	6518
AT1G43171	0	0	0	0	1	0
AT1G43190	847	879	937	670	722	619
AT1G43245	41	69	65	54	64	67
AT1G43260	0	0	0	0	0	0
AT1G43310	0	0	0	0	0	0
AT1G43320	0	0	0	0	0	1
AT1G43330	0	0	0	0	0	0
AT1G43415	0	0	0	0	0	0
AT1G43560	945	925	779	768	794	763
AT1G43580	443	511	581	411	515	383
AT1G43600	0	0	0	0	0	0
AT1G43605	52	44	42	40	31	22
AT1G43610	0	0	0	1	0	0
AT1G43620	715	839	1054	935	1031	1100
AT1G43630	0	0	0	0	0	0
AT1G43640	1	3	1	1	1	0
AT1G43650	57	75	63	68	75	60
AT1G43665	0	0	0	0	0	0
AT1G43666	0	0	0	0	0	0
AT1G43667	0	0	0	0	0	0
AT1G43670	6456	7296	7984	7256	7964	7245
AT1G43680	0	0	0	1	0	0
AT1G43690	761	772	811	669	906	795
AT1G43700	569	648	679	521	602	597
AT1G43710	1249	1438	1702	958	1433	1222
AT1G43720	0	0	0	0	0	0
AT1G43722	0	0	0	0	0	0
AT1G43730	0	0	0	0	0	0
AT1G43760	0	0	0	0	0	0
AT1G43765	14	6	5	4	5	3
AT1G43770	107	139	174	138	175	159
AT1G43780	0	0	0	0	0	0
AT1G43790	395	325	283	172	233	225
AT1G43800	1	0	0	0	0	0
AT1G43810	0	0	0	0	0	0
AT1G43815	0	0	0	0	0	0
AT1G43820	0	0	0	0	0	0
AT1G43825	0	0	0	0	0	0
AT1G43850	1581	1790	2053	1709	2212	2142
AT1G43860	659	786	714	570	759	689
AT1G43890	835	867	912	707	806	783
AT1G43900	696	655	675	464	550	403
AT1G43910	11	3	10	5	9	5
AT1G43950	0	0	0	0	0	0
AT1G43970	0	0	0	0	0	0
AT1G43980	48	33	52	26	46	33
AT1G44000	2419	2578	3133	2964	2776	2249
AT1G44010	0	1	0	0	0	0
AT1G44020	0	0	0	0	0	0
AT1G44030	0	0	0	0	0	0
AT1G44050	0	0	0	0	0	0
AT1G44080	0	0	0	0	0	0
AT1G44085	0	0	0	0	0	0
AT1G44090	0	0	0	0	0	0
AT1G44100	217	329	420	329	385	356
AT1G44110	133	123	96	59	66	63
AT1G44120	10	8	16	7	7	6
AT1G44125	268	263	335	274	335	335
AT1G44130	1	0	0	2	5	0
AT1G44160	0	0	0	0	1	2
AT1G44170	310	375	559	395	406	390
AT1G44180	0	1	0	0	0	0
AT1G44191	0	0	0	0	0	0
AT1G44224	0	0	0	0	0	0
AT1G44318	0	0	0	0	0	0
AT1G44350	67	106	106	135	132	170
AT1G44414	0	2	1	0	0	0
AT1G44446	9192	10048	10898	11957	13564	11164
AT1G44478	0	0	0	0	0	1
AT1G44542	0	0	0	0	0	0
AT1G44575	24970	21605	23817	20259	21623	16281
AT1G44608	3	3	2	1	4	2
AT1G44740	1	1	2	4	3	1
AT1G44750	351	419	421	547	625	564
AT1G44760	335	203	186	144	165	128
AT1G44770	500	528	704	511	648	479
AT1G44780	180	189	159	154	184	190
AT1G44790	352	403	401	329	354	313
AT1G44800	109	167	224	140	132	123
AT1G44810	469	458	415	309	436	365
AT1G44820	749	809	810	888	888	978
AT1G44830	19	7	6	2	2	2
AT1G44835	439	365	363	298	369	239
AT1G44890	41	42	52	33	30	27
AT1G44895	0	0	0	0	0	0
AT1G44900	675	586	574	384	454	423
AT1G44910	523	662	615	462	663	634
AT1G44920	1782	1896	1979	1480	1500	1432
AT1G44940	0	0	0	0	0	0
AT1G44941	0	0	0	0	0	0
AT1G44960	177	161	119	113	161	119
AT1G44970	0	0	0	0	0	0
AT1G44980	0	0	0	0	0	0
AT1G44990	0	0	0	0	0	0
AT1G45000	1871	2069	2100	1535	1802	1588
AT1G45010	412	337	466	227	278	272
AT1G45015	0	0	0	0	0	0
AT1G45050	199	238	210	179	258	177
AT1G45063	0	2	0	0	0	0
AT1G45100	0	0	0	0	0	0
AT1G45110	98	111	97	82	91	71
AT1G45130	582	569	573	461	571	454
AT1G45145	11	15	14	22	26	20
AT1G45150	161	201	225	166	234	215
AT1G45160	1121	1186	1388	1498	1888	1839
AT1G45163	132	153	114	281	245	261
AT1G45165	25	15	25	39	46	28
AT1G45170	150	140	195	135	146	140
AT1G45180	202	216	209	172	224	141
AT1G45190	0	0	0	0	0	0
AT1G45191	157	194	222	240	250	212
AT1G45201	2471	2487	2777	1454	1454	1299
AT1G45207	283	330	283	202	240	227
AT1G45215	0	0	0	0	0	0
AT1G45221	0	0	0	0	0	0
AT1G45223	0	0	0	0	0	0
AT1G45229	39	42	40	47	63	64
AT1G45230	1097	995	928	1138	1252	1082
AT1G45231	168	170	191	121	154	132
AT1G45233	204	173	223	131	166	133
AT1G45243	0	0	0	0	0	0
AT1G45248	123	111	99	145	129	151
AT1G45249	335	393	449	312	390	361
AT1G45332	394	434	447	293	481	353
AT1G45403	0	0	0	0	0	0
AT1G45474	1793	1878	2211	1573	1885	1549
AT1G45545	3	2	3	4	11	2
AT1G45616	3	4	4	11	6	6
AT1G45688	1235	1350	1159	1342	1314	1238
AT1G45976	287	264	283	257	267	204
AT1G46264	116	100	95	72	80	57
AT1G46336	0	0	0	0	0	0
AT1G46408	0	0	0	0	0	0
AT1G46480	44	63	57	65	52	53
AT1G46554	67	79	121	79	95	90
AT1G46696	1	0	0	0	0	0
AT1G46768	45	69	43	36	33	29
AT1G46840	0	0	0	0	0	0
AT1G46912	0	0	0	0	0	0
AT1G46984	0	0	0	0	0	0
AT1G47056	275	349	408	271	350	344
AT1G47128	2236	2554	3460	3350	4203	3726
AT1G47130	0	0	0	0	0	0
AT1G47200	633	578	445	392	457	402
AT1G47210	511	518	501	400	440	389
AT1G47220	0	0	0	0	0	0
AT1G47230	148	168	160	109	167	163
AT1G47240	237	292	321	235	265	241
AT1G47250	453	453	528	389	367	350
AT1G47260	2522	2579	2693	2144	2374	1998
AT1G47265	0	0	0	0	0	0
AT1G47270	261	250	243	177	226	192
AT1G47271	7	6	8	5	4	5
AT1G47278	302	296	225	161	235	171
AT1G47280	0	0	2	0	0	0
AT1G47290	306	276	317	216	257	197
AT1G47300	0	0	0	0	0	0
AT1G47310	338	421	411	386	418	412
AT1G47317	0	0	0	0	0	0
AT1G47330	472	467	566	508	589	548
AT1G47340	89	71	81	58	110	57
AT1G47350	0	0	0	0	0	0
AT1G47370	1	1	0	1	3	0
AT1G47380	301	331	419	291	303	295
AT1G47389	0	0	0	0	0	0
AT1G47390	0	0	0	0	0	0
AT1G47395	121	113	64	1013	1245	1124
AT1G47400	21	33	42	286	354	328
AT1G47410	158	191	156	117	144	138
AT1G47420	2273	2021	2049	1516	1793	1477
AT1G47450	0	0	0	0	0	0
AT1G47470	0	0	0	0	0	0
AT1G47480	11	13	14	11	20	18
AT1G47485	0	0	0	0	0	0
AT1G47490	1044	1050	1163	756	860	774
AT1G47495	0	0	0	0	0	0
AT1G47497	0	0	0	0	0	0
AT1G47500	587	553	537	373	454	350
AT1G47510	25	37	38	36	42	32
AT1G47530	1018	1196	1539	934	1262	1035
AT1G47540	0	0	0	0	0	0
AT1G47550	1470	1615	1860	1276	1499	1393
AT1G47560	59	72	89	70	100	76
AT1G47570	210	270	293	284	318	298
AT1G47578	16	18	16	12	18	14
AT1G47580	706	563	572	485	528	428
AT1G47600	0	0	0	0	0	0
AT1G47603	0	3	1	1	4	6
AT1G47610	0	0	0	0	0	0
AT1G47620	0	0	0	0	0	0
AT1G47640	273	290	255	206	214	173
AT1G47655	40	47	25	25	28	27
AT1G47657	0	0	0	0	0	0
AT1G47660	0	0	0	0	0	0
AT1G47670	96	101	130	58	98	86
AT1G47680	0	0	0	0	0	0
AT1G47690	0	0	0	0	0	0
AT1G47695	0	0	0	0	0	0
AT1G47700	0	0	0	0	0	0
AT1G47710	406	440	446	318	365	348
AT1G47720	66	43	41	101	96	97
AT1G47730	0	0	0	0	0	0
AT1G47740	515	654	516	543	682	597
AT1G47750	186	168	146	148	132	140
AT1G47760	25	10	11	10	16	2
AT1G47765	0	0	0	0	0	0
AT1G47770	0	0	0	0	0	0
AT1G47780	0	0	0	0	0	0
AT1G47786	0	0	0	0	0	0
AT1G47790	0	0	0	0	0	0
AT1G47800	0	0	0	0	0	0
AT1G47810	0	0	0	0	0	0
AT1G47813	0	0	0	0	0	0
AT1G47820	66	57	73	69	62	51
AT1G47830	314	281	343	223	267	217
AT1G47840	34	51	41	26	43	39
AT1G47845	0	0	0	0	1	0
AT1G47870	204	234	231	146	149	151
AT1G47885	0	0	0	0	0	0
AT1G47890	0	0	0	1	0	0
AT1G47900	1612	1522	1639	1007	1219	1030
AT1G47915	0	0	0	0	0	0
AT1G47920	1	2	0	1	0	1
AT1G47940	0	0	0	0	0	0
AT1G47960	205	273	241	260	260	240
AT1G47970	287	332	197	143	221	226
AT1G47980	0	0	0	0	0	0
AT1G47990	0	1	0	0	0	0
AT1G48000	0	0	1	0	1	1
AT1G48010	0	0	0	0	0	0
AT1G48020	6	4	6	5	8	11
AT1G48030	4018	4912	5861	3955	3957	3599
